fid,id_number,scientific,commonname,division,category1,category2,status,reporter,recowner,surveyor,obsdate,dateent,dateup,county,latitude,longitude,coordacc,localowner,administra,administ_1,unittype,unitname,locality,site,habitat,waterbodyn,waterbodyt,lakeidnumb,comments,abundance,infestedar,grossareai,percentcov,density,quantity,quantityun,approxquan,numcollect,smallestob,largestobs,incidence,severity,host,hostdamage,managestat,visittype,datamethod,traptype,numtraps,targetname,targetcoun,targetrang,phenology,lifestatus,sex,treatarea,planttreat,treatcomm,obsider,origname,datereview,reviewer,verifymeth,idcred,reviewcomm,museum,museumrec,voucher,nativity,recsrctyp,method,pid,collecttim,dateacc,substrate
46778,80183,Lonicera spp.,bush honeysuckles (exotic),Plants,Shrub or Subshrub,,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31304,-95.01291,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,5,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46779,80184,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31006,-95.02491,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46780,80185,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.30979,-95.02629,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,5,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46781,80186,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31062,-95.02602,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,5,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46782,80187,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31759,-95.01964,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46783,80188,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31444,-95.02446,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,5,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46784,80189,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31365,-95.02514,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46785,80190,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31221,-95.0247,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46786,80191,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.3163,-95.01922,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46787,80192,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31613,-95.0208,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46788,80193,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.31626,-95.02258,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46789,80194,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.32206,-95.0219,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46790,80195,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.32095,-95.02105,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46791,80196,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.32036,-95.01979,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,100 - 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46792,80197,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.32402,-95.02373,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,5,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46793,80198,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.32574,-95.02291,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Grassland/Prairie/Meadow,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46794,80199,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.32199,-95.02306,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46795,80200,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.3246,-95.02327,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,5,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
46796,80201,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Parks and Trails,State Agency,,10/31/2007,5/4/2011,,Kandiyohi,45.32363,-95.02432,0,,Parks and Trails,Sibley State Park,State Park,Sibley,,,Forest,,,,,,10,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
58512,92932,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2008,5/4/2011,,Todd,46.12366,-94.65529,0,,Wildlife,"Ruff-Nik, Wildlife Management Area",Wildlife Management Area,Ruff-Nik WMA,,,Forest,,,,,,0.02,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
58513,92933,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2008,5/4/2011,,Todd,46.13128,-94.6556,0,,Wildlife,"Ruff-Nik, Wildlife Management Area",Wildlife Management Area,Ruff-Nik WMA,,,Forest,,,,,,0,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
58514,92934,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2008,5/4/2011,,Todd,46.12548,-94.6556,0,,Wildlife,"Ruff-Nik, Wildlife Management Area",Wildlife Management Area,Ruff-Nik WMA,,,Forest,,,,,,0.02,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
58515,92935,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2008,5/4/2011,,Todd,46.12772,-94.65576,0,,Wildlife,"Ruff-Nik, Wildlife Management Area",Wildlife Management Area,Ruff-Nik WMA,,,Forest,,,,,,0,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
58516,92936,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2008,5/4/2011,,Todd,46.12791,-94.65586,0,,Wildlife,"Ruff-Nik, Wildlife Management Area",Wildlife Management Area,Ruff-Nik WMA,,,Forest,,,,,,0,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
58517,92937,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2008,5/4/2011,,Todd,46.12939,-94.65396,0,,Wildlife,"Ruff-Nik, Wildlife Management Area",Wildlife Management Area,Ruff-Nik WMA,,,Forest,,,,,,0,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
61158,95823,Bromus inermis,smooth brome,Plants,Grass or Grasslike,,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2007,5/4/2011,,Nicollet,44.33381,-94.15956,0,,Wildlife,"Swan Lake, Wildlife Management Area",Wildlife Management Area,Swan Lake WMA,,,Pasture/Rangeland,,,,,,5,0,,,0,,> 1000 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
61159,95824,Lonicera spp.,bush honeysuckles (exotic),Plants,Shrub or Subshrub,,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2007,5/4/2011,,Nicollet,44.33427,-94.15971,0,,Wildlife,"Swan Lake, Wildlife Management Area",Wildlife Management Area,Swan Lake WMA,,,Managed Areas,,,,,,0,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
61160,95825,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2007,5/4/2011,,Nicollet,44.334,-94.1603,0,,Wildlife,"Swan Lake, Wildlife Management Area",Wildlife Management Area,Swan Lake WMA,,,Managed Areas,,,,,,0,0,,,0,,1 - 10 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
61161,95827,Lonicera spp.,bush honeysuckles (exotic),Plants,Shrub or Subshrub,,Positive,Minnesota Department of Natural Resources Fish and Wildlife - Wildlife,State Agency,,10/31/2007,5/4/2011,,Nicollet,44.33492,-94.16017,0,,Wildlife,"Swan Lake, Wildlife Management Area",Wildlife Management Area,Swan Lake WMA,,,Managed Areas,,,,,,1,0,,,0,,10 - 100 Plants,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,
69701,105442,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,Neal Mundahl Winona State University,State Agency,,10/31/2012,10/31/2012,10/31/2012,Winona,44.03666,-91.64352,0,,,,,,,,Edge: Lake,,,,,,0,0,Moderate,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,Neal Mundahl,,5/24/2016,Monika Chandler,Expertise,Verified,,,,0,Introduced,Web Report,,,0,0,
71653,107478,Miscanthus sacchariflorus,Amur silvergrass,Plants,Grass or Grasslike,,Positive,Paul Kortebein Three Rivers Park District,General Public,,10/31/2014,11/3/2014,11/3/2014,Ramsey,45.04823,-93.2252,5,,,,,,,,,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/3/2014,Angela Isackson,Expertise,Verified,,,,0,Introduced,iPhone,,,0,0,
87570,126180,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,Minneapolis Park Board Minneapolis Park and Recreation Board,General Public,,10/31/2015,11/1/2015,11/1/2015,Hennepin,44.97532,-93.32166,10,,,,,,,,,,,,,,0.01,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/2/2015,Monika Chandler,Expertise,Verified,,,,0,Introduced,iPhone,,,0,0,
87571,126181,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Treated,Minneapolis Park Board Minneapolis Park and Recreation Board,General Public,,10/31/2015,11/1/2015,8/10/2016,Hennepin,44.975,-93.32124,10,,,,,,,,,,,,,,0.01,0,,Low,0,,,,,,,,,,Treated,,,,,,0,,,,,0,0,,,,11/2/2015,Monika Chandler,Expertise,,,,,0,Introduced,iPhone,,,0,0,
87572,126182,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,Minneapolis Park Board Minneapolis Park and Recreation Board,General Public,,10/31/2015,11/1/2015,8/9/2016,Hennepin,44.97456,-93.32105,10,,,,,,,,,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/2/2015,Monika Chandler,Expertise,Verified,,,,0,Introduced,iPhone,,,0,0,
122230,166291,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Rebecca Ekstein MN DNR,State Agency,,10/31/2016,10/31/2016,11/10/2016,Marshall,48.23637,-96.04546,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Edge: Roadside,,,,,,0.01,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/14/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Web Report,,,0,0,
122231,166292,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Alyssa Alness,General Public,,10/31/2016,10/31/2016,,Scott,44.63907,-93.37966,0,,,,,,,,Grassland/Prairie/Meadow,,,,,,0,0,Trace,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,10/31/2016,Monika Chandler,Other,Possible,,,,0,Introduced,Web Report,,,0,0,
122365,166447,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/18/2016,Marshall,48.22853,-95.99556,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122379,166461,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/18/2016,Marshall,48.22562,-96.02098,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122382,166464,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/18/2016,Marshall,48.22823,-95.99427,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122397,166479,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/18/2016,Marshall,48.22213,-96.01803,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122405,166487,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/18/2016,Marshall,48.22502,-96.02121,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122414,166496,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/18/2016,Marshall,48.22679,-95.99633,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122437,166519,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/16/2016,Marshall,48.22881,-95.9916,8,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122442,166524,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/16/2016,Marshall,48.22861,-95.99605,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122447,166529,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22531,-96.021,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122451,166533,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22486,-95.99392,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122457,166539,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22456,-96.00602,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122460,166542,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22483,-96.00597,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122465,166547,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22474,-96.00654,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122467,166549,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22884,-95.98885,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122471,166553,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22497,-96.0064,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122472,166554,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.23001,-95.98721,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122475,166557,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22425,-96.0067,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
122476,166558,Rhamnus cathartica,"common buckthorn, European buckthorn",Plants,Shrub or Subshrub,Hardwood Trees,Positive,Rebecca Ekstein MN DNR,General Public,,10/31/2016,11/15/2016,11/15/2016,Marshall,48.22506,-96.00653,0,,Wildlife,"Elm Lake, Wildlife Management Area",Wildlife Management Area,Elm Lake WMA,,,Forested Understory,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,11/18/2016,Rebecca Ekstein,Bulk Verified,Credible,,,,0,Introduced,Android,,,0,0,
